Estimate ID,In General Export,In Our Database,In Detailed Export,Status,Division,Price
EST2959238,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2958088,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2958104,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2958146,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2958153,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2958176,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2948962,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2948996,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2949019,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4321285,Yes,Yes,No,Estimate In Progress,LE Landscapes,61633.84
EST4320759,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,900
EST2349072,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST4320760,Yes,Yes,No,Estimate In Progress,Snow,0
EST4318476,Yes,Yes,No,Estimate In Progress,LE Landscapes,5838.16
EST4318868,Yes,Yes,No,Estimate In Progress,LE Landscapes,3443.37
EST4318897,Yes,Yes,No,Estimate In Progress,LE Landscapes,3394.37
EST4318922,Yes,Yes,No,Estimate In Progress,LE Landscapes,5516.56
EST4318928,Yes,Yes,No,Estimate In Progress,LE Landscapes,5806.52
EST4318960,Yes,Yes,No,Estimate In Progress,LE Landscapes,6878.06
EST4318975,Yes,Yes,No,Estimate In Progress,LE Landscapes,7361.96
EST4318990,Yes,Yes,No,Estimate In Progress,LE Landscapes,7559.55
EST4317666,Yes,Yes,No,Estimate In Progress,LE Landscapes,5832.28
EST2346206,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST4316138,Yes,Yes,No,Contract Signed,LE Landscapes,1060.22
EST4316261,Yes,Yes,No,Estimate In Progress,Snow,0
EST4316461,Yes,Yes,No,Estimate In Progress,Snow,0
EST4313614,Yes,Yes,No,Estimate In Progress,Snow,0
EST4311814,Yes,Yes,No,Client Proposal Phase,LE Paving,3174.52
EST4311479,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST4311967,Yes,Yes,No,Billing Complete,LE Irrigation,1943.67
EST4311405,Yes,Yes,No,Estimate In Progress,Snow,990
EST4311047,Yes,Yes,No,Estimate In Progress,Snow,0
EST4311086,Yes,Yes,No,Estimate In Progress,Snow,0
EST4311099,Yes,Yes,No,Estimate In Progress,Snow,0
EST4308981,Yes,Yes,No,Client Proposal Phase,LE Paving,3771.21
EST4307258,Yes,Yes,No,Estimate In Progress,Snow,0
EST4308540,Yes,Yes,No,Work Complete,LE Tree Care,27.5
EST4308596,Yes,Yes,No,Work Complete,LE Tree Care,240.12
EST4308733,Yes,Yes,No,Client Proposal Phase,LE Tree Care,24.44
EST2331339,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST4305300,Yes,Yes,No,Client Proposal Phase,LE Tree Care,220
EST4305223,Yes,Yes,No,Client Proposal Phase,LE Tree Care,385
EST4303608,Yes,Yes,No,Estimate In Progress,LE Tree Care,550
EST4303779,Yes,Yes,No,Estimate In Progress,LE Paving,2593.7
EST4303805,Yes,Yes,No,Estimate In Progress,LE Tree Care,55
EST4303825,Yes,Yes,No,Estimate In Progress,LE Tree Care,97.76
EST4301899,Yes,Yes,No,Work Complete,LE Tree Care,58.66
EST4301918,Yes,Yes,No,Work Complete,LE Tree Care,97.76
EST4302104,Yes,Yes,No,Estimate In Progress,LE Tree Care,357.5
EST4301765,Yes,Yes,No,Work Complete,LE Tree Care,29.33
EST4301826,Yes,Yes,No,Work Complete,LE Tree Care,0
EST4301989,Yes,Yes,No,Contract Signed,LE Tree Care,467.5
EST4301371,Yes,Yes,No,Estimate In Progress,LE Landscapes,1115.44
EST4302163,Yes,Yes,No,Estimate In Progress,LE Tree Care,55
EST2326409,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),1270.62
EST4297396,Yes,Yes,No,Estimate In Progress,LE Paving,876.06
EST2324720,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),95.77
EST4296791,Yes,Yes,No,Billing Complete,LE Irrigation,5948.62
EST4294949,Yes,Yes,No,Contract Signed,LE Tree Care,55
EST4294768,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST4294429,Yes,Yes,No,Estimate In Progress,LE Tree Care,97.76
EST4294469,Yes,Yes,No,Estimate In Progress,LE Tree Care,137.5
EST4294646,Yes,Yes,No,Estimate In Progress,LE Tree Care,238.32
EST4294955,Yes,Yes,No,Estimate In Progress,LE Tree Care,110
EST4293281,Yes,Yes,No,Billing Complete,LE Irrigation,0
EST4291012,Yes,Yes,No,Estimate In Progress,LE Tree Care,1182.5
EST4291153,Yes,Yes,No,Estimate In Progress,LE Tree Care,171.08
EST4289437,Yes,Yes,No,Estimate In Progress,LE Paving,205879.3
EST4289339,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST4286826,Yes,Yes,No,Work Complete,LE Tree Care,0
EST4276528,Yes,Yes,No,Estimate In Progress,LE Tree Care,55
EST4276740,Yes,Yes,No,Estimate In Progress,LE Landscapes,1074.63
EST4277032,Yes,Yes,No,Estimate In Progress,LE Landscapes,1804
EST4275157,Yes,Yes,No,Estimate Lost,LE Irrigation,1865.84
EST4270849,Yes,Yes,No,Estimate In Progress,LE Tree Care,58.66
EST4269845,Yes,Yes,No,Estimate In Progress,LE Landscapes,26488.24
EST2300584,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),4854
EST4266330,Yes,Yes,No,Estimate In Progress,LE Tree Care,437.14
EST4264031,Yes,Yes,No,Estimate In Progress,LE Tree Care,137.5
EST4264027,Yes,Yes,No,Estimate In Progress,LE Tree Care,27.5
EST4261078,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,141.96
EST4254410,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST4253266,Yes,Yes,No,Contract Signed,LE Paving,0
EST4253616,Yes,Yes,No,Estimate In Progress,LE Paving,2970
EST4251809,Yes,Yes,No,Estimate In Progress,LE Tree Care,58.66
EST4251796,Yes,Yes,No,Contract Signed,LE Tree Care,27.5
EST4251741,Yes,Yes,No,Contract Signed,LE Tree Care,225.68
EST4250545,Yes,Yes,No,Estimate In Progress,LE Tree Care,125.64
EST4228260,Yes,Yes,No,Estimate In Progress,LE Paving,1609.25
EST4224971,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST4225081,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST4225707,Yes,Yes,No,Estimate In Progress,LE Paving,3870.3
EST4225063,Yes,Yes,No,Estimate In Progress,LE Tree Care,2127.05
EST4225944,Yes,Yes,No,Work Complete,LE Tree Care,0
EST4225416,Yes,Yes,No,Estimate Lost,LE Paving,5239.53
EST4226416,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST4222930,Yes,Yes,No,Billing Complete,LE Irrigation,2508.35
EST4219923,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST4219077,Yes,Yes,No,Estimate In Progress,LE Tree Care,1727.11
EST4219746,Yes,Yes,No,Estimate Lost,LE Landscapes,400808.6
EST4219236,Yes,Yes,No,Estimate In Progress,LE Tree Care,459.8
EST4216857,Yes,Yes,No,Work Complete,LE Tree Care,8.25
EST2265077,Yes,Yes,No,Estimate In Progress,Snow,5400
EST4216735,Yes,Yes,No,Estimate In Progress,LE Landscapes,3704.48
EST2265219,Yes,Yes,No,Estimate In Progress,Snow,36.53
EST2263403,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),10283.58
EST4209111,Yes,Yes,No,Contract Signed,LE Tree Care,359.26
EST4209075,Yes,Yes,No,Contract Signed,Snow,0
EST4205746,Yes,Yes,No,Billing Complete,LE Paving,13749.42
EST4206450,Yes,Yes,No,Work Complete,LE Tree Care,98.56
EST4205997,Yes,Yes,No,Estimate In Progress,LE Tree Care,117.32
EST2257223,Yes,Yes,No,Estimate In Progress,Snow,87.24
EST2257230,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),65.51
EST2257247,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),29.04
EST2257260,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),35.85
EST2257309,Yes,Yes,No,Estimate In Progress,Snow,87.24
EST2257323,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),35.85
EST2257328,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),35.85
EST2257339,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),35.85
EST2257347,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),35.85
EST2257351,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),35.85
EST2257355,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),35.85
EST2257361,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),14.82
EST2257376,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),456.04
EST4201866,Yes,Yes,No,Billing Complete,LE Paving,0
EST2255458,Yes,Yes,No,Estimate In Progress,Snow,9.4
EST4200127,Yes,Yes,No,Estimate In Progress,LE Paving,7231.9
EST4201541,Yes,Yes,No,Estimate In Progress,LE Paving,11611.08
EST4200159,Yes,Yes,No,Estimate Lost,LE Paving,147879.59
EST4200465,Yes,Yes,No,Estimate Lost,LE Paving,21321.6
EST4198914,Yes,Yes,No,Estimate Lost,LE Landscapes,3612.6
EST4195712,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST4192135,Yes,Yes,No,Work Complete,LE Tree Care,27.5
EST4190544,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST4190155,Yes,Yes,No,Work Complete,LE Tree Care,87.99
EST4190204,Yes,Yes,No,Estimate In Progress,LE Tree Care,142.48
EST4188987,Yes,Yes,No,Estimate In Progress,LE Landscapes,325.44
EST4189114,Yes,Yes,No,Estimate In Progress,LE Landscapes,108.48
EST4188857,Yes,Yes,No,Estimate In Progress,LE Landscapes,144.64
EST4188900,Yes,Yes,No,Estimate In Progress,LE Landscapes,144.64
EST4188923,Yes,Yes,No,Estimate In Progress,LE Landscapes,216.96
EST4188968,Yes,Yes,No,Estimate In Progress,LE Landscapes,216.96
EST2243549,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),110.11
EST4181603,Yes,Yes,No,Billing Complete,LE Irrigation,672.97
EST4184282,Yes,Yes,No,Estimate In Progress,LE Paving,4194.57
EST4179941,Yes,Yes,No,Estimate In Progress,LE Paving,2107.68
EST4180080,Yes,Yes,No,Estimate In Progress,LE Paving,1952.55
EST4177725,Yes,Yes,No,Estimate In Progress,LE Paving,1526.39
EST2237799,Yes,Yes,No,Estimate Lost,Snow,45
EST2237832,Yes,Yes,No,Contract Signed,Snow,155.11
EST2237754,Yes,Yes,No,Estimate In Progress,Snow,53.49
EST2237918,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST4172563,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST4173735,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST4173776,Yes,Yes,No,Estimate In Progress,LE Tree Care,3425.94
EST4171902,Yes,Yes,No,Contract Signed,LE Tree Care,49.28
EST4171254,Yes,Yes,No,Estimate In Progress,LE Landscapes,511.21
EST4168213,Yes,Yes,No,Estimate In Progress,LE Tree Care,2083.06
EST4166080,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),93.15
EST4168082,Yes,Yes,No,Estimate In Progress,LE Paving,2650.6
EST4166035,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),93.15
EST4166032,Yes,Yes,No,Estimate In Progress,LE Tree Care,123.2
EST4164925,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST4164766,Yes,Yes,No,Work Complete,LE Tree Care,2884.04
EST4164778,Yes,Yes,No,Work Complete,LE Tree Care,5508.44
EST4164798,Yes,Yes,No,Work Complete,LE Tree Care,6868.02
EST4164835,Yes,Yes,No,Work Complete,LE Tree Care,514.56
EST4164847,Yes,Yes,No,Work Complete,LE Tree Care,142.68
EST4164855,Yes,Yes,No,Work Complete,LE Tree Care,3420.06
EST2230881,Yes,Yes,No,Client Proposal Phase,Snow,45
EST2230614,Yes,Yes,No,Estimate In Progress,Snow,45
EST2230617,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),67.55
EST2230645,Yes,Yes,No,Estimate In Progress,Snow,45
EST2230923,Yes,Yes,No,Estimate In Progress,Snow,48.61
EST2230888,Yes,Yes,No,Estimate In Progress,Snow,12209.45
EST2230699,Yes,Yes,No,Estimate In Progress,Snow,87.98
EST2230649,Yes,Yes,No,Estimate In Progress,Snow,2250
EST2230778,Yes,Yes,No,Estimate In Progress,Snow,81.1
EST2230675,Yes,Yes,No,Client Proposal Phase,Snow,6390
EST2230716,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),89.01
EST2230761,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),90.3
EST2230766,Yes,Yes,No,Estimate In Progress,Snow,73.59
EST2230802,Yes,Yes,No,Estimate In Progress,Snow,0
EST2230901,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),95.77
EST2230914,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),73.03
EST2230910,Yes,Yes,No,Estimate In Progress,Snow,74.01
EST2230928,Yes,Yes,No,Estimate In Progress,Snow,4880.16
EST2230930,Yes,Yes,No,Estimate In Progress,Snow,2720
EST4159052,Yes,Yes,No,Estimate In Progress,LE Paving,3992.5
EST4156684,Yes,Yes,No,Estimate In Progress,LE Paving,1071.76
EST4159672,Yes,Yes,No,Estimate In Progress,LE Paving,1677.13
EST4159444,Yes,Yes,No,Estimate In Progress,LE Paving,2107.68
EST4156699,Yes,Yes,No,Estimate In Progress,LE Paving,1526.39
EST4154506,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST4154802,Yes,Yes,No,Estimate In Progress,LE Landscapes,770
EST4153142,Yes,Yes,No,Estimate In Progress,LE Landscapes,1644.78
EST4151225,Yes,Yes,No,Estimate In Progress,LE Tree Care,146.67
EST4153170,Yes,Yes,No,Estimate In Progress,LE Landscapes,1174.25
EST4152934,Yes,Yes,No,Estimate In Progress,LE Tree Care,27.5
EST4148962,Yes,Yes,No,Estimate In Progress,LE Landscapes,6258.68
EST4145668,Yes,Yes,No,Estimate In Progress,LE Paving,1163.83
EST4144089,Yes,Yes,No,Estimate In Progress,LE Paving,1768.08
EST4141016,Yes,Yes,No,Estimate In Progress,LE Landscapes,2278.28
EST4141126,Yes,Yes,No,Estimate In Progress,LE Paving,1556.77
EST4141017,Yes,Yes,No,Estimate In Progress,LE Paving,51705
EST4140909,Yes,Yes,No,Estimate In Progress,LE Paving,1908.3
EST4140916,Yes,Yes,No,Estimate In Progress,LE Paving,2224.2
EST4141104,Yes,Yes,No,Estimate In Progress,LE Paving,3096.24
EST4139194,Yes,Yes,No,Estimate In Progress,LE Paving,4902.38
EST4139320,Yes,Yes,No,Estimate In Progress,LE Paving,3870.3
EST4135835,Yes,Yes,No,Estimate In Progress,LE Paving,50519.67
EST4136346,Yes,Yes,No,Estimate In Progress,LE Tree Care,1143.87
EST4137047,Yes,Yes,No,Estimate In Progress,LE Paving,28236.06
EST4136523,Yes,Yes,No,Work Complete,LE Tree Care,205.31
EST4135725,Yes,Yes,No,Estimate In Progress,LE Landscapes,119.63
EST4136566,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST4136867,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST4134890,Yes,Yes,No,Billing Complete,LE Paving,12609.57
EST4133338,Yes,Yes,No,Estimate In Progress,Line Painting,0
EST4134480,Yes,Yes,No,Estimate In Progress,LE Paving,459.5
EST4134952,Yes,Yes,No,Estimate In Progress,LE Paving,8297.6
EST4133131,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST4131061,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,4106.67
EST2213897,Yes,Yes,No,Estimate In Progress,Snow,53.83
EST4126182,Yes,Yes,No,Billing Complete,LE Irrigation,611.8
EST4127085,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST4125411,Yes,Yes,No,Estimate In Progress,LE Landscapes,1002.19
EST4125410,Yes,Yes,No,Work Complete,LE Tree Care,110
EST4125202,Yes,Yes,No,Work Complete,LE Tree Care,117.32
EST4125666,Yes,Yes,No,Work Complete,LE Tree Care,49.28
EST4120668,Yes,Yes,No,Estimate In Progress,LE Landscapes,16766.64
EST4119416,Yes,Yes,No,Estimate In Progress,LE Tree Care,58.66
EST4119495,Yes,Yes,No,Estimate In Progress,LE Tree Care,381.29
EST4118613,Yes,Yes,No,Estimate In Progress,LE Landscapes,4323.83
EST4119168,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4115463,Yes,Yes,No,Estimate In Progress,LE Paving,2324.22
EST4114934,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST2204750,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),73.86
EST4115150,Yes,Yes,No,Estimate In Progress,LE Paving,288.26
EST4115236,Yes,Yes,No,Estimate In Progress,LE Paving,1931.49
EST4115332,Yes,Yes,No,Estimate In Progress,LE Paving,724.7
EST4113056,Yes,Yes,No,Estimate In Progress,LE Paving,24363.15
EST4110554,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST4110501,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST4109511,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,48.41
EST4108566,Yes,Yes,No,Estimate In Progress,LE Tree Care,1162.91
EST4110524,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST4110148,Yes,Yes,No,Estimate In Progress,LE Tree Care,1414.35
EST4110436,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST4110474,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST4110226,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,40
EST4110381,Yes,Yes,No,Work Complete,LE Tree Care,1202.53
EST4106238,Yes,Yes,No,Estimate In Progress,LE Paving,916.36
EST4107114,Yes,Yes,No,Estimate In Progress,LE Paving,4481.4
EST4105746,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST4107144,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST2198188,Yes,Yes,No,Estimate In Progress,Snow,5400
EST4104691,Yes,Yes,No,Estimate In Progress,LE Paving,364.35
EST4103045,Yes,Yes,No,Estimate In Progress,LE Paving,1161.09
EST4103905,Yes,Yes,No,Work Complete,LE Tree Care,58.66
EST4103940,Yes,Yes,No,Estimate In Progress,LE Tree Care,117.32
EST4102632,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4102651,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4102659,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4102666,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4102672,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4103071,Yes,Yes,No,Work Complete,LE Tree Care,192.5
EST4100754,Yes,Yes,No,Work Complete,LE Tree Care,29.33
EST4100481,Yes,Yes,No,Client Proposal Phase,LE Tree Care,29.33
EST2197205,Yes,Yes,No,Estimate In Progress,Snow,1323.69
EST2197133,Yes,Yes,No,Estimate In Progress,Snow,6433.65
EST2197262,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),1702.96
EST2197266,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),1702.96
EST4101201,Yes,Yes,No,Estimate In Progress,LE Tree Care,49.28
EST4100850,Yes,Yes,No,Work Complete,LE Tree Care,205.31
EST4100172,Yes,Yes,No,Estimate In Progress,LE Tree Care,98.56
EST2197295,Yes,Yes,No,Estimate In Progress,Snow,0
EST4097223,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),133.57
EST4096253,Yes,Yes,No,Work Complete,LE Tree Care,62.86
EST4096461,Yes,Yes,No,Estimate In Progress,LE Tree Care,381.29
EST4096639,Yes,Yes,No,Work Complete,LE Tree Care,29.33
EST4096927,Yes,Yes,No,Estimate In Progress,LE Tree Care,263.97
EST4095183,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4095186,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4094454,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST4095096,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,684.45
EST4095105,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,684.45
EST4095112,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,684.45
EST4095121,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,684.45
EST4095278,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4095128,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4095159,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4093057,Yes,Yes,No,Estimate In Progress,LE Tree Care,205.31
EST4095168,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,684.45
EST4095171,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,684.45
EST4095175,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,684.45
EST4095042,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,684.45
EST4095049,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,684.45
EST4095065,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4093110,Yes,Yes,No,Estimate In Progress,LE Landscapes,1330.5
EST4095251,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,684.45
EST4095258,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4095261,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4095269,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4095193,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4095201,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4095203,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4095225,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,684.45
EST4095230,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,684.45
EST4094982,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4094999,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4095015,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4095283,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4095081,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4095290,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4095238,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,684.45
EST2192090,Yes,Yes,No,Estimate In Progress,Snow,6390
EST2192098,Yes,Yes,No,Estimate In Progress,Snow,6390
EST4091433,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4091426,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST2192229,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),531.98
EST2192312,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),536.04
EST4091391,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4091338,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4091380,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,684.45
EST4090334,Yes,Yes,No,Estimate In Progress,LE Paving,11916.45
EST4090641,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,117.57
EST4091399,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4091403,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4091409,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4091414,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1368.89
EST4091416,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,2737.78
